id,result
16508,0.9299247860908508
4553,0.5865302085876465
4634,0.6108584403991699
12478,0.9726114273071289
19289,0.5670359134674072
4242,0.39136889576911926
13363,0.5244742035865784
3654,0.5000213384628296
18905,0.4798867106437683
8877,0.03504791110754013
18409,0.4800298511981964
7153,0.9773869514465332
4446,0.34078046679496765
7122,0.6632125377655029
784,0.8895936012268066
9712,0.26617705821990967
11957,0.8931660056114197
905,0.45287078619003296
15465,0.7581596374511719
3385,0.5395593047142029
7702,0.9701197743415833
13461,0.8505166172981262
3460,0.5709741115570068
12164,0.7313721776008606
21026,0.582785427570343
8995,0.5323046445846558
3617,0.39303940534591675
3639,0.4114304780960083
13443,0.48400622606277466
3223,0.45294660329818726
15910,0.7616016268730164
16553,0.33730655908584595
765,0.5328582525253296
4023,0.5968019962310791
21086,0.5474794507026672
71,0.8533354997634888
1557,0.6478682160377502
6514,0.34211137890815735
4451,0.6106119751930237
16277,0.9717020988464355
6166,0.302897572517395
18861,0.597998857498169
4182,0.5919601917266846
20898,0.6834524869918823
6184,0.28788167238235474
16450,0.31247204542160034
6372,0.7752377390861511
4311,0.4687914550304413
15334,0.728118896484375
343,0.7413123846054077
1018,0.8536629676818848
15553,0.5323926210403442
3485,0.6110365390777588
9057,0.5170698165893555
12391,0.5520196557044983
9030,0.015728766098618507
1629,0.7872841358184814
18823,0.5549843907356262
6475,0.2878585755825043
18807,0.3326929807662964
6757,0.7526932954788208
9013,0.2513989508152008
18697,0.6351402997970581
1563,0.4383625388145447
7502,0.9857304096221924
1386,0.7506444454193115
3736,0.6177902221679688
16016,0.019993044435977936
7018,0.6571954488754272
6405,0.9434995055198669
9299,0.26623597741127014
9507,0.5019561052322388
1248,0.6117821931838989
7580,0.5614590644836426
21299,0.6742116808891296
15695,0.8273550868034363
9720,0.2799856662750244
820,0.3419125974178314
12981,0.88836270570755
4485,0.4684337079524994
16211,0.7110844254493713
4264,0.2071678638458252
15882,0.5352296829223633
16341,0.7723140716552734
18173,0.517946720123291
4622,0.20870928466320038
3183,0.49809470772743225
9701,0.26657000184059143
366,0.5667123198509216
3207,0.42610234022140503
16264,0.9773750901222229
3646,0.5869417786598206
3262,0.6660019755363464
7156,0.3937905430793762
3087,0.2481716275215149
9445,0.3177923262119293
9733,0.46907731890678406
12013,0.3618943691253662
1003,0.6566889882087708
12017,0.29784074425697327
6395,0.5646868348121643
7629,0.37234213948249817
10080,0.32774922251701355
231,0.630972683429718
10288,0.20937418937683105
7028,0.9630903005599976
20813,0.6150953769683838
9643,0.5147557258605957
6115,0.5807321071624756
9570,0.4441067576408386
12357,0.7663682103157043
15856,0.7834624648094177
15558,0.7167506814002991
18897,0.754423975944519
21233,0.7075005769729614
1489,0.6996486783027649
6035,0.3229900598526001
375,0.23122474551200867
10086,0.24763453006744385
3359,0.20210547745227814
9003,0.5450347065925598
9557,0.30447202920913696
9561,0.5000903010368347
487,0.6184133887290955
3228,0.6573386192321777
11923,0.5798482298851013
808,0.5771179795265198
15362,0.5010697245597839
237,0.6517096161842346
9540,0.011883435770869255
19479,0.49172013998031616
10069,0.2284313589334488
6787,0.5373089909553528
16166,0.6393760442733765
4497,0.5904259085655212
1497,0.6792958378791809
9887,0.016275430098176003
16248,0.7241081595420837
9793,0.2504439949989319
4132,0.3669971525669098
7078,0.31274768710136414
3587,0.3420485556125641
15765,0.7793906927108765
13490,0.9342101216316223
1352,0.6541698575019836
1001,0.6288037300109863
3695,0.3618663549423218
11915,0.46776914596557617
16433,0.6908391118049622
18944,0.4773636758327484
1389,0.6471710205078125
1543,0.573529064655304
18535,0.3771785497665405
17993,0.5644508600234985
13615,0.26069241762161255
1359,0.8782183527946472
19344,0.6432919502258301
3080,0.6083886623382568
19100,0.7057535648345947
6332,0.8923206925392151
3799,0.4296400547027588
3977,0.5895226001739502
15749,0.1894974708557129
15265,0.6962662935256958
4191,0.14776144921779633
19267,0.669784665107727
14852,0.6940869092941284
19549,0.23156924545764923
3749,0.40806329250335693
3989,0.5678492784500122
15400,0.6291844248771667
3815,0.6305205225944519
16456,0.4671276807785034
11928,0.7290939688682556
14865,0.7310263514518738
7092,0.31692561507225037
16301,0.6794524192810059
11862,0.7127715349197388
890,0.5961790680885315
12125,0.9619857668876648
17991,0.7367088198661804
4550,0.3994252681732178
3453,0.540518045425415
186,0.6178102493286133
15482,0.18242937326431274
12401,0.301717609167099
4049,0.5762176513671875
18617,0.6907042860984802
13052,0.5299849510192871
9079,0.47782665491104126
19064,0.1979292631149292
1324,0.6616991758346558
1719,0.6192525625228882
12608,0.9174567461013794
21120,0.8094125986099243
19111,0.4760325849056244
18757,0.5545557141304016
413,0.6830548644065857
6416,0.30826979875564575
12621,0.19995249807834625
18285,0.5151680707931519
9044,0.4273291230201721
177,0.6114789843559265
6435,0.24858564138412476
12053,0.06015942990779877
20924,0.5406445860862732
6476,0.9704291820526123
4683,0.19542662799358368
13470,0.7300877571105957
13372,0.45319104194641113
1443,0.9748564958572388
6567,0.3380334973335266
12503,0.5084853172302246
20861,0.6786136627197266
6260,0.7037461400032043
96,0.6037202477455139
662,0.39900270104408264
7137,0.05917729437351227
7397,0.6187727451324463
13167,0.20077469944953918
1184,0.782921314239502
18923,0.603683352470398
4565,0.48319703340530396
15189,0.8437644839286804
1364,0.6713374257087708
6579,0.686206042766571
21526,0.6120924353599548
3139,0.46439045667648315
3142,0.5751040577888489
944,0.5403668880462646
10015,0.5117034316062927
13204,0.6878274083137512
12110,0.8640953898429871
16100,0.8586000204086304
12458,0.5675375461578369
3325,0.5805500745773315
9226,0.07126345485448837
6471,0.34293773770332336
12636,0.24693816900253296
9618,0.7037690877914429
10126,0.019448230043053627
15871,0.7180449962615967
8891,0.7429483532905579
18928,0.610876202583313
9485,0.6830454468727112
18980,0.21435008943080902
10022,0.19273805618286133
4232,0.4949119985103607
8980,0.24287153780460358
19307,0.6409233808517456
15588,0.7231556177139282
15144,0.676153302192688
18418,0.6386459469795227
